13-01-2017,2,8,24,30,31,38,40,42
06-01-2017,10,13,18,19,38,47,48,42
30-12-2016,5,10,14,19,31,33,47,27
23-12-2016,1,5,11,26,28,30,41,49
16-12-2016,2,9,27,32,38,39,43,45
09-12-2016,11,17,24,26,34,35,39,16
02-12-2016,5,8,20,21,29,40,47,7
25-11-2016,2,11,20,22,31,35,47,39
18-11-2016,7,10,21,24,38,40,49,3
11-11-2016,8,14,18,20,24,39,46,23
04-11-2016,4,23,29,36,39,44,46,24
28-10-2016,3,5,19,29,33,34,44,41
21-10-2016,33,34,36,42,44,45,47,14
14-10-2016,14,18,22,25,36,39,44,34
07-10-2016,8,9,12,24,29,36,37,17
30-09-2016,4,12,17,21,32,38,42,46
23-09-2016,3,13,24,36,39,44,45,19
16-09-2016,7,12,14,15,27,34,44,6
09-09-2016,4,10,11,27,29,32,41,42
02-09-2016,1,12,15,22,25,45,48,16
26-08-2016,3,10,17,19,26,27,42,46
19-08-2016,19,22,25,32,37,45,47,40
12-08-2016,5,7,15,18,19,27,28,25
05-08-2016,4,6,10,20,40,46,47,39
29-07-2016,11,15,25,26,39,47,49,30
22-07-2016,9,26,28,32,37,40,45,46
15-07-2016,19,30,31,36,40,44,49,6
08-07-2016,1,8,16,25,30,42,48,28
01-07-2016,10,12,14,28,36,39,45,26
24-06-2016,2,17,22,24,26,42,48,6
17-06-2016,1,16,20,29,33,44,46,15
10-06-2016,5,11,15,26,27,33,39,46
03-06-2016,12,21,28,37,40,43,47,11
27-05-2016,1,14,16,20,26,32,34,18
20-05-2016,16,17,19,22,31,47,49,1
13-05-2016,3,6,8,17,21,28,34,2
06-05-2016,1,8,10,24,26,37,45,47
29-04-2016,11,21,22,24,26,36,43,10
22-04-2016,13,16,20,35,37,43,49,6
15-04-2016,1,9,17,19,25,27,38,44
08-04-2016,9,12,13,14,28,39,41,38
01-04-2016,5,6,27,28,31,41,45,12
25-03-2016,1,6,15,32,42,45,46,44
18-03-2016,6,8,15,24,26,39,44,40
11-03-2016,9,17,27,30,31,34,42,21
04-03-2016,4,14,24,41,42,44,48,26
26-02-2016,6,9,22,23,36,38,47,12
19-02-2016,2,11,20,22,33,40,43,4
12-02-2016,19,20,26,31,34,39,48,18
05-02-2016,6,7,8,9,17,23,30,18
29-01-2016,5,11,14,17,28,41,47,46
22-01-2016,20,21,22,34,42,43,45,1
15-01-2016,7,26,27,31,32,33,42,45
08-01-2016,13,15,21,24,25,36,48,10
01-01-2016,6,10,13,14,25,41,46,8
25-12-2015,5,8,9,12,22,39,45,38
18-12-2015,6,20,28,29,30,31,46,45
11-12-2015,7,12,28,34,45,46,48,49
04-12-2015,8,15,24,25,27,36,43,32
27-11-2015,4,8,9,20,23,45,46,31
20-11-2015,12,21,28,34,36,45,48,26
13-11-2015,7,11,19,38,40,41,42,49
06-11-2015,1,10,12,20,29,35,47,4
30-10-2015,2,11,19,38,43,45,49,9
23-10-2015,2,7,12,28,29,38,48,27
16-10-2015,9,14,19,21,31,32,40,16
09-10-2015,8,11,14,23,26,42,47,1
02-10-2015,10,12,24,26,34,43,47,38
25-09-2015,1,7,15,18,21,30,45,22
18-09-2015,13,16,17,21,35,40,46,18
11-09-2015,21,22,27,30,39,42,44,8
04-09-2015,7,8,15,19,36,37,41,43
28-08-2015,2,4,5,17,29,39,41,48
21-08-2015,3,13,15,22,33,41,49,11
14-08-2015,1,15,17,25,34,40,41,38
07-08-2015,5,13,20,37,39,40,41,28
31-07-2015,2,5,27,32,35,42,46,48
24-07-2015,2,4,11,19,28,29,38,42
17-07-2015,23,24,29,36,42,43,49,38
10-07-2015,12,14,23,25,31,38,40,36
03-07-2015,1,6,30,40,46,47,49,37
26-06-2015,2,4,16,23,30,32,46,38
19-06-2015,7,14,15,16,21,30,41,17
12-06-2015,4,7,11,19,34,38,48,45
05-06-2015,2,10,13,16,30,33,48,44
29-05-2015,1,30,38,39,44,45,47,43
22-05-2015,1,4,21,24,29,30,46,25
15-05-2015,16,23,24,25,40,46,47,17
08-05-2015,1,7,17,27,32,44,48,18
01-05-2015,6,18,20,37,40,44,46,49
24-04-2015,3,37,38,40,42,43,46,12
17-04-2015,7,11,14,15,19,30,41,22
10-04-2015,7,8,16,18,24,25,46,37
03-04-2015,10,11,23,28,32,34,41,29
27-03-2015,3,7,15,23,29,31,45,46
20-03-2015,7,10,16,35,36,42,45,24
13-03-2015,2,8,10,15,17,20,24,14
06-03-2015,2,8,9,10,24,26,41,37
27-02-2015,4,12,16,27,37,39,44,32
20-02-2015,26,34,38,41,46,48,49,10
13-02-2015,6,9,18,22,25,32,44,46
06-02-2015,1,5,7,13,14,33,46,47
30-01-2015,10,15,21,28,32,36,37,9
23-01-2015,1,14,15,18,26,42,48,39
16-01-2015,6,29,30,31,36,42,45,32
09-01-2015,3,7,12,18,31,33,35,26
02-01-2015,8,9,14,19,28,31,46,48
26-12-2014,15,20,29,39,40,43,46,12
19-12-2014,3,6,13,17,22,25,43,47
12-12-2014,2,14,30,34,38,47,48,16
05-12-2014,10,14,15,16,42,45,48,49
28-11-2014,3,4,7,12,17,26,34,1
21-11-2014,6,18,19,26,37,39,47,21
14-11-2014,2,5,7,13,15,30,38,27
07-11-2014,1,3,6,8,14,20,30,28
31-10-2014,3,12,25,30,42,44,45,26
24-10-2014,8,27,30,32,34,35,42,17
17-10-2014,18,19,32,36,38,40,43,1
10-10-2014,5,13,18,28,31,38,44,46
03-10-2014,7,15,24,25,27,43,47,22
26-09-2014,2,3,5,18,37,38,46,33
12-09-2014,5,6,8,13,24,37,46,30
05-09-2014,3,8,11,20,28,36,38,26
29-08-2014,1,23,26,33,35,38,42,18
22-08-2014,13,16,22,26,35,36,39,44
15-08-2014,9,16,17,27,32,38,47,37
08-08-2014,6,9,16,19,20,24,30,31
01-08-2014,1,2,5,10,11,25,34,36
25-07-2014,7,9,24,30,35,42,43,36
18-07-2014,1,3,16,33,34,40,42,2
11-07-2014,1,6,10,16,18,21,31,5
04-07-2014,5,10,11,20,26,38,46,44
27-06-2014,4,6,7,16,18,40,46,34
20-06-2014,12,17,32,36,43,44,49,4
13-06-2014,12,16,24,29,36,40,47,44
06-06-2014,3,5,17,30,36,47,49,31
30-05-2014,2,5,10,11,23,25,31,46
23-05-2014,3,11,16,24,31,39,43,2
16-05-2014,12,13,16,30,32,35,37,7
09-05-2014,5,7,29,35,39,41,49,14
02-05-2014,6,15,18,19,25,44,46,28
25-04-2014,3,9,24,25,28,36,40,48
18-04-2014,9,16,24,30,39,40,45,14
11-04-2014,1,3,14,33,35,39,45,28
04-04-2014,19,30,33,34,36,41,48,11
28-03-2014,8,15,16,21,31,37,39,20
21-03-2014,1,2,4,21,23,35,40,5
14-03-2014,3,4,5,7,31,33,40,49
07-03-2014,1,6,7,16,22,31,33,25
28-02-2014,4,7,20,22,26,28,29,47
21-02-2014,1,10,16,23,29,35,39,46
14-02-2014,6,8,11,16,17,19,24,29
07-02-2014,13,19,37,38,40,43,48,46
31-01-2014,6,10,16,27,38,40,45,39
24-01-2014,7,10,15,23,30,36,44,45
17-01-2014,4,9,18,32,35,38,40,12
10-01-2014,12,28,31,38,40,41,45,15
03-01-2014,7,16,31,35,39,44,48,42
27-12-2013,1,6,9,11,17,37,39,32
20-12-2013,2,13,18,24,27,37,43,14
13-12-2013,6,16,24,32,36,45,47,25
06-12-2013,3,4,11,18,37,42,44,47
29-11-2013,3,6,19,31,34,42,45,30
22-11-2013,2,24,35,38,39,41,48,20
15-11-2013,1,3,10,15,25,28,31,7
08-11-2013,7,8,10,15,24,26,41,12
01-11-2013,11,12,16,22,30,32,49,35
25-10-2013,13,16,24,29,33,40,49,28
18-10-2013,10,26,28,33,34,35,40,12
11-10-2013,7,8,9,16,21,28,48,29
04-10-2013,12,16,19,20,28,34,42,9
27-09-2013,10,11,18,24,26,42,47,45
20-09-2013,2,14,15,24,40,43,44,45
13-09-2013,2,6,12,15,16,22,49,46
06-09-2013,1,7,23,36,37,39,41,33
30-08-2013,6,19,20,25,31,35,36,45
23-08-2013,5,6,10,17,22,36,48,3
16-08-2013,2,6,20,22,30,34,49,45
09-08-2013,6,15,19,26,43,44,49,30
02-08-2013,2,9,23,29,30,34,43,40
26-07-2013,5,9,12,18,24,35,42,17
19-07-2013,3,17,19,20,34,35,43,4
12-07-2013,14,16,17,36,45,46,48,7
05-07-2013,5,12,15,39,44,46,49,18
28-06-2013,2,7,15,38,43,44,47,1
21-06-2013,2,9,12,13,27,28,36,20
14-06-2013,2,12,15,18,21,22,25,5
07-06-2013,5,19,24,34,35,38,43,8
31-05-2013,5,7,10,15,22,45,47,23
24-05-2013,9,19,21,24,39,43,48,6
17-05-2013,8,18,21,27,33,46,49,26
10-05-2013,3,10,19,21,27,35,36,49
03-05-2013,4,6,21,26,30,34,35,39
26-04-2013,10,13,15,18,25,36,47,40
19-04-2013,2,3,8,20,28,31,34,42
12-04-2013,3,6,37,40,42,44,48,18
05-04-2013,2,14,15,17,24,38,40,31
29-03-2013,8,11,12,13,22,33,47,7
22-03-2013,7,12,16,19,21,24,47,34
15-03-2013,9,16,17,19,22,41,43,12
08-03-2013,9,15,17,28,35,39,41,36
01-03-2013,1,2,5,6,38,39,46,33
22-02-2013,5,12,24,31,39,45,49,35
15-02-2013,14,23,24,25,28,41,45,37
08-02-2013,3,8,13,30,38,45,47,10
01-02-2013,5,9,10,32,37,44,46,38
25-01-2013,1,18,19,29,31,32,46,36
07-12-2012,5,11,22,29,38,42,49,33
30-11-2012,3,10,13,23,31,41,45,33
23-11-2012,6,8,10,17,28,29,38,34
16-11-2012,1,5,9,19,27,35,48,30
09-11-2012,8,9,11,22,24,42,46,13
02-11-2012,1,2,5,26,29,36,47,13
26-10-2012,3,4,20,25,30,35,48,23
19-10-2012,1,2,3,15,22,37,41,6
12-10-2012,5,7,12,15,35,45,47,40
05-10-2012,1,12,23,27,30,31,37,33
28-09-2012,5,6,32,33,39,42,47,9
21-09-2012,7,8,10,11,19,34,45,44
14-09-2012,2,27,30,31,37,46,47,21
07-09-2012,11,14,18,20,37,41,46,8
31-08-2012,5,12,13,28,33,37,43,44
24-08-2012,2,3,5,22,23,32,33,8
17-08-2012,18,19,22,27,29,36,47,25
10-08-2012,2,15,18,19,22,27,49,40
03-08-2012,1,2,18,26,27,39,42,33
27-07-2012,2,20,25,26,46,47,48,44
20-07-2012,4,7,29,35,39,43,44,46
13-07-2012,3,13,14,23,33,36,45,7
06-07-2012,14,26,31,34,37,45,48,38
29-06-2012,10,14,20,28,35,40,42,44
22-06-2012,1,12,20,22,30,34,38,33
15-06-2012,8,11,20,28,36,43,47,18
08-06-2012,9,10,16,24,26,44,48,27
01-06-2012,4,7,13,24,26,27,43,41
25-05-2012,1,2,3,6,12,20,41,10
18-05-2012,3,4,13,15,21,29,48,26
11-05-2012,1,6,7,24,31,36,39,26
04-05-2012,3,5,6,25,37,43,45,21
27-04-2012,3,23,28,40,42,43,45,17
20-04-2012,14,15,16,19,30,36,46,42
13-04-2012,2,6,11,12,16,39,45,3
06-04-2012,15,18,19,25,32,42,49,43
30-03-2012,3,11,12,19,35,45,47,13
23-03-2012,6,18,21,23,24,32,48,47
16-03-2012,5,7,18,24,28,41,49,26
09-03-2012,7,18,19,29,39,47,48,32
02-03-2012,4,13,14,15,34,46,47,49
24-02-2012,6,17,23,24,25,31,38,7
17-02-2012,1,15,26,28,31,39,49,18
10-02-2012,1,5,25,35,38,44,47,39
03-02-2012,2,8,12,14,33,37,47,46
27-01-2012,8,24,28,34,37,43,45,21
20-01-2012,9,15,21,23,41,43,44,46
13-01-2012,6,15,18,26,41,46,48,27
06-01-2012,1,2,8,13,22,45,46,48
30-12-2011,2,13,22,28,35,41,42,4
23-12-2011,3,4,9,25,26,37,39,45
16-12-2011,11,24,26,31,42,44,46,22
09-12-2011,3,11,18,19,23,27,44,46
02-12-2011,23,29,33,34,39,44,48,32
25-11-2011,8,10,15,24,30,35,49,23
18-11-2011,8,17,27,28,39,44,49,24
11-11-2011,5,7,9,25,31,37,39,22
04-11-2011,5,8,13,15,27,28,37,39
28-10-2011,2,4,18,20,29,38,41,9
21-10-2011,6,23,27,30,34,38,45,21
14-10-2011,1,3,7,19,31,39,49,17
07-10-2011,12,13,24,25,26,41,43,7
30-09-2011,5,6,7,12,14,18,25,38
23-09-2011,8,16,24,27,30,38,40,18
16-09-2011,12,18,22,24,28,43,49,21
09-09-2011,6,8,15,20,30,32,42,17
02-09-2011,2,3,8,13,18,20,23,10
26-08-2011,6,11,12,14,35,43,44,42
19-08-2011,4,14,24,41,43,46,49,1
12-08-2011,4,15,21,30,33,35,47,28
05-08-2011,11,17,18,20,22,29,45,27
29-07-2011,1,2,3,17,24,35,36,30
22-07-2011,4,13,23,28,32,40,42,12
15-07-2011,3,7,8,12,18,24,41,1
08-07-2011,17,22,28,38,41,43,45,5
01-07-2011,15,18,20,28,29,40,47,38
24-06-2011,2,9,10,15,29,44,48,22
17-06-2011,2,7,14,16,22,27,47,25
10-06-2011,8,11,12,25,28,30,33,16
03-06-2011,8,21,28,32,33,34,48,38
27-05-2011,5,9,19,20,21,28,30,36
20-05-2011,7,12,14,18,30,45,47,20
13-05-2011,7,8,14,32,38,42,44,30
06-05-2011,6,19,24,25,26,35,36,23
29-04-2011,1,13,20,24,39,45,47,25
22-04-2011,7,19,34,35,38,42,46,11
15-04-2011,3,12,14,15,25,32,49,37
08-04-2011,13,18,25,41,44,48,49,1
01-04-2011,5,6,11,12,24,26,34,49
25-03-2011,1,4,22,25,26,36,46,5
18-03-2011,2,5,10,21,25,35,49,40
11-03-2011,2,3,4,20,22,40,43,9
04-03-2011,3,18,27,29,32,33,35,47
25-02-2011,3,14,19,30,32,39,46,8
18-02-2011,3,7,12,16,20,42,48,31
11-02-2011,4,6,13,19,26,29,47,43
04-02-2011,1,3,13,18,19,39,48,40
28-01-2011,7,10,14,20,21,23,31,41
21-01-2011,2,18,19,29,42,47,49,17
14-01-2011,2,6,10,12,24,30,37,3
07-01-2011,2,10,13,15,23,28,49,40
31-12-2010,2,7,10,22,32,34,38,1
24-12-2010,8,23,25,26,33,41,43,21
17-12-2010,1,16,28,29,33,37,47,24
10-12-2010,7,9,12,20,28,38,44,10
03-12-2010,1,10,13,26,43,46,49,31
26-11-2010,12,21,23,27,28,29,37,9
19-11-2010,4,13,25,29,36,40,48,24
12-11-2010,13,15,17,18,19,47,49,38
05-11-2010,7,10,24,30,35,36,39,3
29-10-2010,2,6,21,26,28,33,47,11
22-10-2010,12,15,19,20,28,29,39,14
15-10-2010,3,14,17,25,30,33,39,7
08-10-2010,3,4,5,8,13,22,33,32
01-10-2010,10,12,13,25,28,29,41,39
24-09-2010,9,22,25,30,31,39,42,19
17-09-2010,2,5,6,43,46,47,48,39
10-09-2010,4,17,27,32,34,39,47,13
03-09-2010,12,17,27,28,31,36,48,37
27-08-2010,3,14,26,27,29,32,34,1
20-08-2010,4,5,7,8,18,30,35,39
13-08-2010,19,25,27,29,30,36,46,15
06-08-2010,1,5,6,32,36,38,44,29
30-07-2010,5,7,11,40,41,47,48,6
23-07-2010,17,19,26,29,34,35,38,47
16-07-2010,10,14,26,34,43,47,48,28
09-07-2010,9,10,19,24,28,30,31,46
02-07-2010,9,19,25,26,29,30,44,33
25-06-2010,5,22,28,31,39,46,48,4
18-06-2010,5,6,26,29,34,36,43,49
11-06-2010,2,7,12,25,29,32,35,26
04-06-2010,3,18,27,30,33,40,45,31
28-05-2010,11,18,23,24,27,28,39,1
21-05-2010,14,16,30,35,36,45,49,10
14-05-2010,7,17,19,23,31,36,41,1
07-05-2010,3,6,10,14,19,25,33,1
30-04-2010,1,3,4,5,16,32,33,41
23-04-2010,8,11,16,21,24,28,41,37
16-04-2010,6,7,17,20,32,44,49,46
09-04-2010,11,16,29,30,31,33,42,24
02-04-2010,4,9,12,15,28,29,43,17
26-03-2010,3,11,12,16,34,36,37,18
19-03-2010,1,3,6,34,37,42,45,27
12-03-2010,17,18,19,21,32,40,49,6
05-03-2010,5,8,18,22,32,39,45,19
26-02-2010,2,27,30,32,35,36,38,39
19-02-2010,4,23,27,32,35,43,47,24
12-02-2010,9,12,17,23,34,42,47,37
05-02-2010,10,19,25,29,39,41,42,21
29-01-2010,16,17,22,24,40,41,47,45
22-01-2010,17,26,30,32,34,39,41,49
15-01-2010,12,17,22,30,34,43,49,48
08-01-2010,8,17,21,23,24,28,39,31
01-01-2010,7,9,13,18,27,33,44,15
25-12-2009,8,9,12,13,29,30,31,47
18-12-2009,8,10,15,17,33,34,35,13
11-12-2009,1,4,5,7,22,29,48,13
04-12-2009,1,6,13,19,32,35,40,7
27-11-2009,11,15,24,26,37,38,43,17
20-11-2009,2,8,28,30,36,39,42,24
13-11-2009,8,18,27,28,38,41,48,36
06-11-2009,2,7,8,11,16,17,18,12
30-10-2009,6,9,10,14,17,18,19,46
23-10-2009,4,7,10,12,23,25,36,18
16-10-2009,4,10,18,20,31,35,44,29
09-10-2009,5,15,25,38,42,46,47,26
02-10-2009,8,27,28,29,31,32,35,11
25-09-2009,5,17,19,25,31,38,46,4
